,0,1,2,3,4,5,6
0,0.01,0.1,0.05,569.5204874587789,8.219520107117177,1.1513001828691778,176629
1,0.01,0.25263157894736843,0.05,559.5389382214263,9.703030847938738,1.22940885236162,151485
2,0.01,0.4052631578947369,0.05,564.2284694273035,11.559589011467784,1.3166632953148583,128534
3,0.01,0.5578947368421052,0.05,549.4132442505665,13.765341934180565,1.40901160655256,108904
4,0.01,0.7105263157894737,0.05,542.1129963516203,16.268384709051723,1.5023060344827586,92800
5,0.01,0.8631578947368421,0.05,544.5789313703532,19.012791557091695,1.594221955067999,79854
6,0.01,1.0157894736842106,0.05,557.0635038896474,22.117001131320162,1.6902068285324747,68946
7,0.01,1.168421052631579,0.05,554.567384792305,25.153995083854,1.77195001644196,60820
8,0.01,1.3210526315789475,0.05,560.3972073217219,28.948176669245136,1.8807237326189084,53003
9,0.01,1.473684210526316,0.05,561.5595266537844,32.5294259361117,1.9585360693886187,47270
10,0.01,1.6263157894736844,0.05,548.3349898925669,36.68180135698132,2.04520890370194,42005
11,0.01,1.7789473684210528,0.05,570.4813670341265,40.606110953245455,2.1274502065409004,38007
12,0.01,1.931578947368421,0.05,555.4798292110968,45.104839151246274,2.211225264141031,34262
13,0.01,2.0842105263157893,0.05,564.2165159818293,49.352062167076014,2.279416924500016,31351
14,0.01,2.236842105263158,0.05,549.9182203056821,54.197633223684214,2.355753079507279,28576
15,0.01,2.3894736842105266,0.05,548.4258891020418,58.87500733059861,2.4233515648738986,26328
16,0.01,2.542105263157895,0.05,518.7340281818281,64.08770540361894,2.4978104602164755,24206
17,0.01,2.694736842105263,0.05,504.10356668963607,68.76744714690767,2.5526315789473686,22572
18,0.01,2.8473684210526318,0.05,507.810522637842,73.89329890088976,2.6204025312841983,21017
19,0.01,3.0,0.05,482.65130969177056,79.3779722605364,2.7013026819923374,19575
20,0.01,0.1,0.125,547.4121858142174,8.552266720334702,1.1521371237851241,170182
21,0.01,0.25263157894736843,0.125,535.1874833428386,10.24681583117858,1.2291058470264409,143868
22,0.01,0.4052631578947369,0.125,526.8909222939357,12.250218838911271,1.3180248334840885,121610
23,0.01,0.5578947368421052,0.125,512.9972802825661,14.647717816282379,1.4117371898571345,102614
24,0.01,0.7105263157894737,0.125,511.533565367548,17.35280779155246,1.507402777618496,87197
25,0.01,0.8631578947368421,0.125,525.471536904878,20.17910666047499,1.5977444606607403,75370
26,0.01,1.0157894736842106,0.125,527.7342720253693,23.459238221061526,1.6926952914970428,65095
27,0.01,1.168421052631579,0.125,545.7086265008776,26.581636799083668,1.77496051786675,57621
28,0.01,1.3210526315789475,0.125,553.1249995835975,30.580952774404206,1.8838871523284288,50227
29,0.01,1.473684210526316,0.125,552.7030202980294,34.45738785925329,1.9739681260632107,44676
30,0.01,1.6263157894736844,0.125,540.0189486991097,38.738567524802214,2.057591360040186,39815
31,0.01,1.7789473684210528,0.125,526.2446134781225,42.91847765921975,2.132655329554296,35988
32,0.01,1.931578947368421,0.125,535.1527620038145,47.50966703533026,2.2196927803379416,32550
33,0.01,2.0842105263157893,0.125,581.1461532268298,52.282424596474634,2.3038090092523804,29614
34,0.01,2.236842105263158,0.125,502.46277425996453,57.0107744665195,2.3775570272259015,27180
35,0.01,2.3894736842105266,0.125,490.90381319317555,61.978955197633994,2.4505415451021144,25021
36,0.01,2.542105263157895,0.125,519.9357186273368,67.10130134913084,2.5186802732854794,23126
37,0.01,2.694736842105263,0.125,556.3792000202536,72.06036705805911,2.5878312526105725,21547
38,0.01,2.8473684210526318,0.125,460.39972634947003,77.0521191468254,2.6449900793650793,20160
39,0.01,3.0,0.125,528.9585177991406,82.36555411278356,2.687884248463006,18868
40,0.01,0.1,0.2,505.6758827639612,9.245423216811476,1.1540652151949888,158368
41,0.01,0.25263157894736843,0.2,472.84321852139647,11.427186079293799,1.2325355682054522,129821
42,0.01,0.4052631578947369,0.2,470.10877849932837,13.687630075132988,1.3223132186534559,109406
43,0.01,0.5578947368421052,0.2,462.45816798282675,16.222054415623525,1.4147524411752055,92988
44,0.01,0.7105263157894737,0.2,478.802854708792,19.151009403834745,1.51015487926486,79223
45,0.01,0.8631578947368421,0.2,498.40059291263174,22.202339014654893,1.5977770008449146,68646
46,0.01,1.0157894736842106,0.2,482.1747616225628,25.863471107354187,1.698123415046492,59150
47,0.01,1.168421052631579,0.2,478.1124393665238,29.320511295008032,1.780253803226053,52324
48,0.01,1.3210526315789475,0.2,506.02646355854506,33.55097088077477,1.8799240937050123,45846
49,0.01,1.473684210526316,0.2,522.0607060250046,37.72068280504222,1.9705543997062782,40855
50,0.01,1.6263157894736844,0.2,552.4406038280736,42.33067680368552,2.0526503414045574,36467
51,0.01,1.7789473684210528,0.2,524.6958040946779,46.8560320712965,2.1407135711903966,32989
52,0.01,1.931578947368421,0.2,508.40879523053076,51.803604384937245,2.226410041841004,29875
53,0.01,2.0842105263157893,0.2,505.74556521933806,56.53725316640508,2.2918202722925867,27397
54,0.01,2.236842105263158,0.2,515.7858904221697,61.769584223107564,2.372191235059761,25100
55,0.01,2.3894736842105266,0.2,494.4371696192508,67.3064411330904,2.452585458962346,23052
56,0.01,2.542105263157895,0.2,422.30627463118094,73.25642136554522,2.545699051573633,21193
57,0.01,2.694736842105263,0.2,407.9562477183704,78.51861775261588,2.607946216448466,19783
58,0.01,2.8473684210526318,0.2,415.91232308968307,83.60903577769409,2.649163393769839,18587
59,0.01,3.0,0.2,364.1137138764632,89.22317044476328,2.717876614060258,17425
60,0.01,0.1,0.27499999999999997,470.4617473463758,10.108429144907944,1.1545698463565435,145727
61,0.01,0.25263157894736843,0.27499999999999997,422.29445873189263,13.02863671431813,1.2328725279712345,114582
62,0.01,0.4052631578947369,0.27499999999999997,412.1028361988978,15.834830639649207,1.3216647914278805,95099
63,0.01,0.5578947368421052,0.27499999999999997,411.1236402042329,18.91467261429427,1.4151527250948293,80144
64,0.01,0.7105263157894737,0.27499999999999997,397.03169802772135,22.349970865240735,1.5082885896194584,68166
65,0.01,0.8631578947368421,0.27499999999999997,403.05654308607285,25.857936821639903,1.5970414201183432,59150
66,0.01,1.0157894736842106,0.27499999999999997,408.1356944474697,29.867825065223318,1.693002608932674,51362
67,0.01,1.168421052631579,0.27499999999999997,377.60953235043917,33.8626465847536,1.776478618928084,45414
68,0.01,1.3210526315789475,0.27499999999999997,428.1868700281147,38.680010413530056,1.8810097360232862,39852
69,0.01,1.473684210526316,0.27499999999999997,423.86045292552296,43.483372880878626,1.963277949873275,35510
70,0.01,1.6263157894736844,0.27499999999999997,454.09436374972677,48.87212369635294,2.0491751469565767,31642
71,0.01,1.7789473684210528,0.27499999999999997,421.51234333420985,53.87247002122699,2.131502940460034,28737
72,0.01,1.931578947368421,0.27499999999999997,474.64060243182814,59.695275836832174,2.217865259427603,25961
73,0.01,2.0842105263157893,0.27499999999999997,465.9130079344403,65.28348878319795,2.2926049076139567,23759
74,0.01,2.236842105263158,0.27499999999999997,407.3268755506237,71.09205180469037,2.3782063026749727,21832
75,0.01,2.3894736842105266,0.27499999999999997,396.03248190555735,77.39426798883795,2.442146701215866,20068
76,0.01,2.542105263157895,0.27499999999999997,340.52791486543555,83.5920192576654,2.527487896718666,18590
77,0.01,2.694736842105263,0.27499999999999997,326.7483754800741,89.23435277235679,2.5849500631385602,17422
78,0.01,2.8473684210526318,0.27499999999999997,375.03336325553107,95.60335413080895,2.6448856651094172,16268
79,0.01,3.0,0.27499999999999997,366.5923676701949,102.17362634620437,2.71578670869451,15228
80,0.01,0.1,0.35,435.6362039460851,11.133917096265124,1.1558653340347185,133070
81,0.01,0.25263157894736843,0.35,362.4249706907241,15.326883947143031,1.2331355275500633,98076
82,0.01,0.4052631578947369,0.35,343.1982464699853,19.150800219899654,1.3239349400331113,79127
83,0.01,0.5578947368421052,0.35,323.2427094894542,22.99631013928501,1.4180813979808955,66267
84,0.01,0.7105263157894737,0.35,320.907936546472,27.44058277611459,1.5159098650126384,55783
85,0.01,0.8631578947368421,0.35,317.3390900074138,31.794801714498696,1.6033461713670436,48294
86,0.01,1.0157894736842106,0.35,311.2201424542629,37.009634274726594,1.7011416897007572,41605
87,0.01,1.168421052631579,0.35,299.02738488527973,42.446868240083624,1.7870385652197833,36354
88,0.01,1.3210526315789475,0.35,313.3436186194475,48.248816587071204,1.8851016012735275,32037
89,0.01,1.473684210526316,0.35,332.8920526537304,54.051642325825036,1.9708398812641872,28635
90,0.01,1.6263157894736844,0.35,346.74309205392046,60.32830601518396,2.0544286548569204,25685
91,0.01,1.7789473684210528,0.35,337.7664981885095,67.06561723377577,2.134247049159064,23129
92,0.01,1.931578947368421,0.35,317.7960789227318,73.78289605513308,2.2177756653992398,21040
93,0.01,2.0842105263157893,0.35,313.03838328744297,80.44357847858734,2.289679457304127,19311
94,0.01,2.236842105263158,0.35,317.7942042738828,88.61090662410216,2.375327784745183,17542
95,0.01,2.3894736842105266,0.35,275.5194489000091,95.79018244533415,2.4342469972282106,16235
96,0.01,2.542105263157895,0.35,276.68446481888617,103.36197176454957,2.5229869784746213,15052
97,0.01,2.694736842105263,0.35,263.985089991438,110.05618796407609,2.5858142988473234,14141
98,0.01,2.8473684210526318,0.35,244.6818859756234,117.76408963691378,2.6506807866868383,13220
99,0.01,3.0,0.35,226.1644176159539,125.01176599502288,2.72079955045356,12457
100,0.01,0.1,0.425,401.07925546293467,12.267123396894693,1.1563444668670977,121405
101,0.01,0.25263157894736843,0.425,318.4666821610881,18.212072210250053,1.2304636239962439,83063
102,0.01,0.4052631578947369,0.425,277.77303502627365,23.474279324790537,1.3202162395268606,64928
103,0.01,0.5578947368421052,0.425,267.3021306633221,28.73895226748222,1.4140383136011407,53297
