,0,1,2,3,4,5,6
0,0.01,0.1,0.05,156.42134932797842,47.56068597233626,1.1306448556811723,63332
1,0.01,0.25263157894736843,0.05,149.57301034821936,56.13898758590113,1.1984962683809945,54132
2,0.01,0.4052631578947369,0.05,131.83632896871003,70.33662434989805,1.2961028249364217,43647
3,0.01,0.5578947368421052,0.05,118.61091506293023,89.62901213367313,1.413703231785011,34532
4,0.01,0.7105263157894737,0.05,106.48460371057001,112.74734369909133,1.5325634435072222,27623
5,0.01,0.8631578947368421,0.05,91.50036758899473,137.30953949852895,1.6474772757212488,22773
6,0.01,1.0157894736842106,0.05,95.04231603200034,161.5915030665361,1.7514301912075452,19403
7,0.01,1.168421052631579,0.05,68.88211479750433,189.29475712306487,1.8491054755737606,16601
8,0.01,1.3210526315789475,0.05,74.66314406271714,220.34223530646514,1.9621466554715925,14292
9,0.01,1.473684210526316,0.05,63.40043237813892,249.64630987253582,2.0513023513577706,12631
10,0.01,1.6263157894736844,0.05,62.671130908065784,282.23411532272485,2.161094224924012,11186
11,0.01,1.7789473684210528,0.05,61.149752832728616,317.5208247236181,2.2506532663316583,9950
12,0.01,1.931578947368421,0.05,46.416711578356754,349.28820229808866,2.3190807645564027,9051
13,0.01,2.0842105263157893,0.05,53.98625132499527,390.2982196866906,2.402861724435673,8107
14,0.01,2.236842105263158,0.05,58.12758033186635,431.9507567530696,2.491268758526603,7330
15,0.01,2.3894736842105266,0.05,72.3749548917918,469.51588808182623,2.577527423658464,6746
16,0.01,2.542105263157895,0.05,60.46897097796517,511.5402639225182,2.662953995157385,6195
17,0.01,2.694736842105263,0.05,69.78152787607013,551.2760626086956,2.7073043478260868,5750
18,0.01,2.8473684210526318,0.05,64.06508705616837,599.0905339127149,2.7935008501794822,5293
19,0.01,3.0,0.05,74.06084610978402,653.5086034198599,2.876802637000412,4854
20,0.01,0.1,0.125,148.09376009870834,51.41469757639621,1.1299500322920562,58838
21,0.01,0.25263157894736843,0.125,141.09014218099992,61.225907972628576,1.199867557642526,49833
22,0.01,0.4052631578947369,0.125,133.7881388845274,75.96992685635318,1.2962515114873034,40523
23,0.01,0.5578947368421052,0.125,127.60965306062822,96.0931413120952,1.4134618364374476,32269
24,0.01,0.7105263157894737,0.125,100.04692476769941,120.80540481171549,1.5414148458081514,25812
25,0.01,0.8631578947368421,0.125,91.89000811245805,147.30820798042535,1.659279126670431,21252
26,0.01,1.0157894736842106,0.125,88.10243626919986,171.59821338729083,1.754128841736848,18286
27,0.01,1.168421052631579,0.125,109.87695292992167,198.9577645049035,1.8424549193293263,15805
28,0.01,1.3210526315789475,0.125,79.81911114448842,230.16177330508475,1.9522209234365868,13688
29,0.01,1.473684210526316,0.125,71.7837512322543,262.7937412313588,2.0440723152545197,12003
30,0.01,1.6263157894736844,0.125,61.68561212985683,298.9640012305945,2.156474820143885,10564
31,0.01,1.7789473684210528,0.125,69.11781939486262,333.62432974456414,2.2311589613679543,9474
32,0.01,1.931578947368421,0.125,55.548084378529616,366.2604942089414,2.314570303451471,8634
33,0.01,2.0842105263157893,0.125,70.3503624912171,408.03803416709644,2.4049767921609075,7756
34,0.01,2.236842105263158,0.125,56.80901289710651,452.4684832809374,2.4995713060874536,6998
35,0.01,2.3894736842105266,0.125,32.02322502610758,490.5250803654382,2.5826881387426446,6458
36,0.01,2.542105263157895,0.125,45.768083439026654,530.8589398659966,2.6457286432160805,5970
37,0.01,2.694736842105263,0.125,24.63691971067795,573.6503405718421,2.7211364458921463,5526
38,0.01,2.8473684210526318,0.125,21.215217044267767,616.795821046489,2.8082085197432405,5141
39,0.01,3.0,0.125,26.015396270738165,675.3587311049606,2.899084522035342,4697
40,0.01,0.1,0.2,138.8791493565789,56.393990778878624,1.130635645107425,53898
41,0.01,0.25263157894736843,0.2,127.23206782977067,68.46947396997051,1.199615693985164,44756
42,0.01,0.4052631578947369,0.2,118.87501306298657,85.5773789091715,1.2997146893437854,36101
43,0.01,0.5578947368421052,0.2,113.82983640409473,107.39374501744327,1.4145279955787364,28951
44,0.01,0.7105263157894737,0.2,96.31060486001292,134.41178339070566,1.5376075731497418,23240
45,0.01,0.8631578947368421,0.2,91.36174698389135,161.5397398340463,1.6594341081276092,19403
46,0.01,1.0157894736842106,0.2,82.91062497759368,188.71928892359443,1.7633349351273426,16648
47,0.01,1.168421052631579,0.2,87.0924869596151,219.0764785301691,1.8525297515484724,14369
48,0.01,1.3210526315789475,0.2,70.93192289851306,254.09252877176016,1.9717923920051579,12408
49,0.01,1.473684210526316,0.2,81.23523188977995,288.69442213077275,2.0633744855967078,10935
50,0.01,1.6263157894736844,0.2,89.47665876130782,326.2248607268222,2.1581664257691515,9686
51,0.01,1.7789473684210528,0.2,96.55690171234849,362.9181552673858,2.240417718613725,8714
52,0.01,1.931578947368421,0.2,101.89279220995242,403.90205309508616,2.3269942565411617,7835
53,0.01,2.0842105263157893,0.2,101.54662685603262,444.1079942496493,2.4192145862552596,7130
54,0.01,2.236842105263158,0.2,78.86948416972623,486.9373202152191,2.4865488086087626,6505
55,0.01,2.3894736842105266,0.2,61.51435373086207,532.15327170445,2.5877413937867337,5955
56,0.01,2.542105263157895,0.2,64.93755407164596,574.4051067222323,2.6551911578184453,5519
57,0.01,2.694736842105263,0.2,53.398828006971996,614.216588030215,2.7404609723029245,5163
58,0.01,2.8473684210526318,0.2,7.788851892095675,658.119706993152,2.8211247146710936,4819
59,0.01,3.0,0.2,33.04810722719588,716.4339640921409,2.88843721770551,4428
60,0.01,0.1,0.27499999999999997,122.86626453578886,62.959605073882486,1.1288667229973415,48523
61,0.01,0.25263157894736843,0.27499999999999997,109.27604556934482,79.25837934939264,1.1993514515132797,38856
62,0.01,0.4052631578947369,0.27499999999999997,101.5045731639685,100.17138404650412,1.3006297432585177,30965
63,0.01,0.5578947368421052,0.27499999999999997,99.30089763986072,125.67143478786413,1.4193158467303275,24819
64,0.01,0.7105263157894737,0.27499999999999997,87.18028405662129,156.71103586972836,1.543548951923558,19989
65,0.01,0.8631578947368421,0.27499999999999997,77.93981397186472,187.64542996236784,1.6605937518666747,16741
66,0.01,1.0157894736842106,0.27499999999999997,73.01461116714378,219.5687459187945,1.76133668201479,14334
67,0.01,1.168421052631579,0.27499999999999997,83.64864155930726,254.0911121231662,1.8606319522811543,12406
68,0.01,1.3210526315789475,0.27499999999999997,55.4425142230247,292.6002830660858,1.956622485865233,10789
69,0.01,1.473684210526316,0.27499999999999997,64.52549564466148,329.8011392339004,2.0440455067320737,9581
70,0.01,1.6263157894736844,0.27499999999999997,58.92075543735696,375.4161390075973,2.1557454890788224,8424
71,0.01,1.7789473684210528,0.27499999999999997,81.977206321216,417.07284987478585,2.2605773032819294,7587
72,0.01,1.931578947368421,0.27499999999999997,63.00442227598314,457.1796044765343,2.3429602888086642,6925
73,0.01,2.0842105263157893,0.27499999999999997,49.33255862283476,504.5757841669321,2.4203568015291492,6278
74,0.01,2.236842105263158,0.27499999999999997,26.352531702817316,552.0182771294201,2.516983103988852,5741
75,0.01,2.3894736842105266,0.27499999999999997,2.967243564473412,592.2934702914798,2.5958520179372195,5352
76,0.01,2.542105263157895,0.27499999999999997,6.431750891600475,635.4108112224449,2.671743486973948,4990
77,0.01,2.694736842105263,0.27499999999999997,22.653684114111517,689.1000384531827,2.7623289159243973,4603
78,0.01,2.8473684210526318,0.27499999999999997,37.024285581702394,750.556284362432,2.861367400047315,4227
79,0.01,3.0,0.27499999999999997,41.3894906427556,816.798851994852,2.933333333333333,3885
80,0.01,0.1,0.35,110.14913401571327,70.27913781258587,1.1315608683704315,43668
81,0.01,0.25263157894736843,0.35,93.0609325709718,94.62596118581908,1.2021088019559902,32720
82,0.01,0.4052631578947369,0.35,77.60943171597478,121.3871354426434,1.3073176433915212,25664
83,0.01,0.5578947368421052,0.35,69.64249871694507,154.40997143561916,1.425357671435619,20270
84,0.01,0.7105263157894737,0.35,58.7121337055931,193.4344521551724,1.5550492610837439,16240
85,0.01,0.8631578947368421,0.35,66.9893350945357,231.55214775318086,1.6632345370302273,13597
86,0.01,1.0157894736842106,0.35,61.090853036380544,268.2733835616438,1.757168382540628,11753
87,0.01,1.168421052631579,0.35,69.09218203294337,312.23040575553796,1.8598694620253164,10112
88,0.01,1.3210526315789475,0.35,46.68144806869189,356.93981773009597,1.967588932806324,8855
89,0.01,1.473684210526316,0.35,37.40962397721002,401.610458031746,2.0662857142857143,7875
90,0.01,1.6263157894736844,0.35,42.38911039615916,454.58427951738,2.1735133582303936,6962
91,0.01,1.7789473684210528,0.35,45.41754585431795,502.022623335447,2.273462270133164,6308
92,0.01,1.931578947368421,0.35,38.35597679134208,555.5441017008592,2.3698053655970543,5703
93,0.01,2.0842105263157893,0.35,16.65241843125683,615.6065791415809,2.4711594484365897,5149
94,0.01,2.236842105263158,0.35,33.883860038498305,678.5165043869035,2.5780012839717528,4673
95,0.01,2.3894736842105266,0.35,29.499410394114385,726.4066321575813,2.636051305542831,4366
96,0.01,2.542105263157895,0.35,28.843865000366815,781.6032453806356,2.703621581670362,4059
97,0.01,2.694736842105263,0.35,9.63400678321272,835.0518436842106,2.764473684210526,3800
98,0.01,2.8473684210526318,0.35,21.09775172652279,897.5838939479638,2.845871040723982,3536
